id	OP_meta_p	OP_dir_consistent	OP_mean_logFC	OP_meta_FDR
ABCC3	0.156935402096056	TRUE	-0.159944588719095	0.513437367557874
CHPF	0.161220372980364	FALSE	-0.0983539945981528	0.517262277639015
SELE	0.124506116616232	TRUE	0.0529354707936678	0.476060529651821
KLHL21	0.0953984388261696	FALSE	-0.0504026745100643	0.429098600991105
MAT2B	0.16454614236612	FALSE	0.114944888273636	0.520703768558187
HMGA1	0.136450284754306	FALSE	-0.148300513576559	0.489136716266414
LMF1	0.0618554216293773	FALSE	-0.0587195961496085	0.369551053234735
IER5	0.155972197370915	TRUE	-0.129404192327912	0.512945434624202
ATP5G2	0.105473014055239	TRUE	-0.106580706690494	0.445256331486355
PMP2	0.181205135883363	TRUE	0.0712248869903054	0.537594200884733
JUNB	0.00317765110952835	FALSE	0.0265151472358135	0.114647011330044
HJURP	0.0677348673560652	FALSE	-0.0256609674370167	0.382683438440669
RPS2	0.00325504187245052	TRUE	-0.168915327638123	0.115119738188728
CABIN1	0.0619341440157364	FALSE	-0.0492602124504759	0.369551053234735
SHOC2	0.106562493461569	TRUE	0.143433768759609	0.447191751798937
ADCK3	0.0329748917444613	FALSE	-0.00671887671927605	0.294875628935684
DLST	0.00763807809248342	FALSE	-0.0030560394449835	0.162604763009695
HARS	0.0164031608411333	TRUE	0.114885202297772	0.22009425044661
VOPP1	0.140692710710284	FALSE	-0.0710619998956767	0.496376019684525
ZC3H7B	0.0991435764965654	FALSE	-0.0498814192087005	0.43539715244562
HNRNPAB	0.124403176228166	TRUE	0.0902648610936894	0.476060529651821
